Daily Discharge and Daily Water Level
  ID,PARAM,TYPE,YEAR,DD,Jan,SYM,Feb,SYM,Mar,SYM,Apr,SYM,May,SYM,Jun,SYM,Jul,SYM,Aug,SYM,Sep,SYM,Oct,SYM,Nov,SYM,Dec,SYM
01AN002,1,1,1979,27,24.1,B,12.4,B,197,,54.1,,144,A,6.66,,2.57,,6.7,,4.13,E,7.43,,21.5,,51.8,B
01AN002,1,1,1979,28,43.9,B,13,B,129,,56.8,,110,E,5.81,,3.82,,6.7,,3.96,E,7.19,,20.9,,39.6,B
01AN002,1,1,1979,29,89.2,B,,,80.6,,55.1,,79.9,E,5.35,,11,,6.67,,3.82,E,6.93,,19,,32.6,B
01AN002,1,1,1979,30,141,B,,,66.3,,80.5,,50.7,A,4.79,,28.5,,6.14,,3.71,E,7.85,,16.7,,28.9,B
01AN002,1,1,1979,31,121,B,,,59.2,,,,93.9,,,,20.5,,5.81,,,,8.23,,,,26.2,B
01AN002,1,1,1980,1,16.7,B,5.52,B,1.93,B,42.5,B,40.7,,8.96,,12.2,,30.7,,5.16,,14,,10.9,,66.5,
01AN002,1,1,1980,2,14.2,B,5.27,B,1.87,B,48.1,B,38.9,,8.81,,11.1,,20.2,,5.67,,15,,10.4,,51.3,
01AN002,1,1,1980,3,12.5,B,5.04,B,1.84,B,61.4,B,34.2,,8.31,,10.3,,15.4,,5.85,,13.9,,9.39,,47.3,
01AN002,1,1,1980,4,11,B,4.81,B,1.78,B,92,B,30.4,,7.81,,9.44,,16.8,,5.53,,37.6,,8.97,,99.4,
01AN002,1,1,1980,5,10,B,4.64,B,1.87,B,156,B,27.7,,7.43,,8.12,,14.5,,5.02,,61.6,,8.94,,91.7,
01AN002,1,1,1980,6,9.06,B,4.47,B,1.98,B,99.1,B,25.5,,7.16,,7.56,,11.6,,5.44,,44.8,,9.34,A,66.3,
01AN002,1,1,1980,7,8.16,B,4.3,B,2.12,B,75,B,24.5,,6.69,,9.47,,10.2,,6.57,,37.2,,10.1,E,53,
01AN002,1,1,1980,8,7.22,B,4.11,B,2.07,B,67.6,,25.2,,6.45,,9.78,,9.31,,6.46,,34.3,,12.5,E,45,
01AN002,1,1,1980,9,6.6,B,3.96,B,2.07,B,61.6,,74.6,,8.19,,9.18,,9,,5.81,,28.9,,30,E,45.3,B
01AN002,1,1,1980,10,6.14,B,3.82,B,2.04,B,63.9,,83.1,,10.2,,9.32,,8.87,,5.34,,23.2,,22.9,E,39.6,B
01AN002,1,1,1980,11,15.3,B,3.68,B,2.07,B,87.8,,58.3,,12.5,,8.57,,7.92,,5.1,,19.9,,24.9,E,34,B
01AN002,1,1,1980,12,31.1,B,3.54,B,2.09,B,92.6,,45.2,,10.4,,11,,7.63,,4.93,,36.9,,34.3,E,28.9,
01AN002,1,1,1980,13,22.1,B,3.4,B,2.15,B,77,,40.2,,8.75,,24.2,,15.7,,4.96,,68,A,25.5,E,25.8,B
01AN002,1,1,1980,14,18.1,B,3.26,B,2.21,B,73.9,,35.8,,7.63,,20.8,,17.4,,6.25,,53.8,E,21.5,E,23.9,B
01AN002,1,1,1980,15,15.9,B,3.17,B,2.32,B,63.3,,32.9,,6.96,,16.3,,13.8,,20.3,,43.6,E,18.4,E,22.1,B
01AN002,1,1,1980,16,13.9,B,3.03,B,2.83,B,65.6,,30,,14.8,,12.5,,12.8,,21.4,,35.1,E,16.7,E,20.8,B
01AN002,1,1,1980,17,12.6,B,2.94,B,5.66,B,57.3,,28.9,,19.4,,10.8,,18.8,,14.7,,28.3,E,15.6,E,19.8,B
01AN002,1,1,1980,18,11.3,B,2.89,B,13,B,45.6,,25.7,,13.7,,11.7,,17.1,,14.5,,23.8,E,14.7,E,19,B
01AN002,1,1,1980,19,10.5,B,2.78,B,28.3,B,38.7,,25.5,,10.5,,10.2,,12.6,,24.8,,20.7,E,14.7,E,18.1,B
01AN002,1,1,1980,20,9.66,B,2.69,B,33.4,B,33.8,,26.7,,8.8,,9.63,,10.3,,18.9,,18.8,E,15,E,17.3,B
01AN002,1,1,1980,21,9.06,B,2.58,B,27.2,B,34.3,,22.2,,8.94,,13.7,,8.82,,17.8,,17.3,E,15.7,A,16.6,B
01AN002,1,1,1980,22,8.64,B,2.52,B,23.2,B,47.2,,19.5,,10.8,,12.1,,7.88,,21.3,,15.9,E,16.3,,16,B
01AN002,1,1,1980,23,8.13,B,2.44,B,19.8,B,73.5,,17.5,,9.07,,16.2,,7.24,,26,,14.6,E,17,,15.3,B
01AN002,1,1,1980,24,7.65,B,2.35,B,17,B,113,,15.1,,7.77,,28,,6.52,,22.7,,13.6,E,16.7,,14.7,B
01AN002,1,1,1980,25,7.36,B,2.27,B,14.7,B,87.3,,13.7,,7.02,,25.1,,6.19,,17.1,,13,E,24.2,,14.2,B
01AN002,1,1,1980,26,6.97,B,2.21,B,13,B,63,,12.8,,6.65,,17.3,,5.95,,16.1,,15.3,E,101,,13.7,B
01AN002,1,1,1980,27,6.77,B,2.15,B,12.5,B,53.7,,12.4,,23.1,,13,,5.89,,30.4,,18.3,E,123,,13,B
01AN002,1,1,1980,28,6.51,B,2.07,B,11.9,B,48.3,,11.8,,28.9,,11,,5.83,,25.1,,15.7,E,78.7,,12.6,B
01AN002,1,1,1980,29,6.2,B,2.01,B,13.3,B,41.4,,10.7,,18.3,,9.5,,5.68,,18.7,,14,E,66.5,,12.2,B
01AN002,1,1,1980,30,5.95,B,,,17,B,37.5,,9.95,,13.1,,20.1,,5.32,,14.5,,12.4,A,87.5,,11.9,B
01AN002,1,1,1980,31,5.66,B,,,24.4,B,,,9.23,,,,43.4,,5.11,,,,11.3,,,,11.5,B
01AN002,1,1,1981,1,10.7,B,5.4,B,55.5,B,54.5,,35,,37.3,,10.9,,3.88,,3.83,,10.9,,37.3,,13.9,
01AN002,1,1,1981,2,10.3,B,6.1,B,49,B,77.1,,28.7,,26.7,,9.5,,3.64,,3.55,,9.62,,32.4,,16.9,
01AN002,1,1,1981,3,9.9,B,14,B,44,B,190,,24.5,,19.7,,8.72,,3.37,,3.35,,21.5,,28.1,,73.5,
01AN002,1,1,1981,4,9.5,B,35.5,B,39.4,B,190,,21.7,,15.8,,8.01,,3.26,,3.32,,30.6,,23.5,,108,
01AN002,1,1,1981,5,9.1,B,31,B,35.5,B,205,,20,,13.4,,7.83,,3.39,,3.23,,22.7,,19.9,,75.9,
01AN002,1,1,1981,6,8.85,B,29,B,32,B,242,,19.6,,11.5,,8.06,,3.69,,3.28,,16.5,,19,,70.4,
01AN002,1,1,1981,7,8.5,B,26.1,B,28.2,B,221,,69.5,A,13.8,,8.33,,5.42,,3.16,,17,,34.2,,97.7,
01AN002,1,1,1981,8,9.5,B,24,B,25.1,,148,,101,A,16.4,,7.9,,6.33,,3.07,,43.5,,35.4,,74.3,
01AN002,1,1,1981,9,12.7,B,22.4,B,21.9,,124,,51,A,13.4,,7.57,,5.62,,3.05,,41.7,,29.9,,53.6,
01AN002,1,1,1981,10,11.6,B,20.6,B,20.6,,156,,28.5,E,21.3,,6.49,,4.73,,3.27,,35.5,,24.4,,44.1,
01AN002,1,1,1981,11,11,B,19.8,B,19.5,,139,,23.8,E,31.9,,6.06,,4.24,,3.25,,29.3,,20.3,,38.5,B
01AN002,1,1,1981,12,10.3,B,18.8,B,18.3,,102,,20.6,E,25.5,,6.13,,3.97,,3.08,,22.3,,19.1,,35.5,B
01AN002,1,1,1981,13,9.8,B,53,B,17.8,,75.4,,23,E,19.5,,6.46,,3.78,,3.1,,17.6,,16.7,,32.3,
01AN002,1,1,1981,14,9.3,B,47,B,17.4,,59.1,,26.2,E,15.3,,6.29,,3.64,,3.31,,14.7,,15.1,,30.3,
01AN002,1,1,1981,15,8.85,B,42.3,B,16.5,,62,,23,A,12.5,,9.01,,3.61,,3.97,,12.6,,14,,28.5,
01AN002,1,1,1981,16,8.5,B,39,B,17.4,,54.1,,21.1,,11.1,,9.75,,5.64,,3.97,,11.1,,13.4,,41.8,
01AN002,1,1,1981,17,8.1,B,36,B,15.9,,45.1,,27.6,,10.7,,8.32,,25.6,,3.62,,10.1,,16,,85.8,
01AN002,1,1,1981,18,7.7,B,33.2,B,39.2,,43.1,,48.4,,10,,6.9,,58.4,,3.34,,9.35,,30,,58.8,
01AN002,1,1,1981,19,7.35,B,32,B,42.2,,48.6,,39.1,,8.71,,5.77,,46.8,,3.2,,9.32,,69,,46.6,
01AN002,1,1,1981,20,7.02,B,30.5,B,34.7,,46.3,,30.7,,8.07,,6.55,,25.9,,5.32,,10.8,,57.6,,34.9,
01AN002,1,1,1981,21,6.9,B,52,B,29.3,,40.5,,25.4,,15.3,,7.97,,15.7,,6.03,,10.3,,81.7,,27.1,
01AN002,1,1,1981,22,6.65,B,77.5,B,25.4,,35.3,,21.5,,25.6,,9.43,,10.9,,5.15,,9.35,,94.2,,23.7,B
01AN002,1,1,1981,23,6.45,B,125,B,23.4,,31.2,,18.8,,30.2,,8.24,,8.7,,8,,8.61,,60.2,,20,B
01AN002,1,1,1981,24,6.3,B,110,B,23.4,,28.8,,17.9,,23.2,,6.68,,8.02,,11.1,,32.3,,42.4,,18.5,B
01AN002,1,1,1981,25,6.1,B,100,B,22.6,,27.3,,17,,16.4,,5.6,,7.58,,45.5,,64.4,,33.2,,17.4,B
01AN002,1,1,1981,26,5.95,B,88,B,21.8,,25.9,,15.8,,31.2,,4.79,,6.21,,37.6,,43.7,,27.8,,16.3,B
01AN002,1,1,1981,27,5.8,B,79,B,23.2,,23.8,,14.4,,39,,4.55,,5.51,,23.4,,41.3,,23.7,,15.6,B
01AN002,1,1,1981,28,5.64,B,69,B,21.6,,22.1,,13.4,,26.7,,5.29,,5.24,,16.9,,78.7,,21.3,,15,B
01AN002,1,1,1981,29,5.5,B,,,23.5,,21.2,,13,,17.4,,4.94,,4.9,,15.8,,123,,19.5,,14.4,B
01AN002,1,1,1981,30,5.45,B,,,31,,35.1,,13.5,,13.2,,4.42,,4.47,,12.8,,79.3,,16.3,,13.7,B
01AN002,1,1,1981,31,5.4,B,,,44.4,,,,19.4,,,,4.2,,4.12,,,,49.1,,,,13.2,B
01AN002,1,1,1982,1,12.9,B,7.6,B,7.4,B,34.4,B,65.6,,7.96,,12.4,,11,E,14.8,,8.86,,6.02,,10.4,B
01AN002,1,1,1982,2,12.5,B,7.4,B,7.2,B,43,B,61.5,,9.25,,8.65,,8.9,E,33.4,,16.2,,5.91,,9.75,B
01AN002,1,1,1982,3,12.3,B,11.8,B,7.05,B,58,B,52.7,,42.3,,7.97,,7.6,E,72.7,,17.5,,5.92,,9.2,B
01AN002,1,1,1982,4,14,B,18.4,B,6.9,B,39.5,B,45.9,,29.9,,7.31,,6.5,E,52.2,,14.3,,6.6,,14.3,B
01AN002,1,1,1982,5,16.1,B,27,B,7.85,B,30,B,41.1,,19.7,,6.31,,6,E,34.9,,12.2,,8.82,,24.2,B
01AN002,1,1,1982,6,18.9,B,37.6,B,9,B,40,B,35.9,,15,,5.61,,7.35,E,24.2,,10.3,,20.9,,19.8,B
01AN002,1,1,1982,7,23,B,29.7,B,11.2,B,82.5,B,31.5,,12.4,,5.14,,7.4,E,19.6,,9.15,,22.4,,17.3,B
01AN002,1,1,1982,8,21.4,B,24.6,B,13.6,B,61,B,27.6,,10.8,,4.86,,6.3,E,16.9,,8.38,,17.6,,15.3,B
01AN002,1,1,1982,9,20,B,21.9,B,16,B,48.2,,24.6,,9.37,,4.48,,5.7,E,14,,7.8,,14.6,,13.9,B
01AN002,1,1,1982,10,18.2,B,19.7,B,14.6,B,36.1,,21.3,,8.69,,4.08,,7.75,A,12.5,,7.37,,12.8,,12.7,B
01AN002,1,1,1982,11,17.1,B,17.8,B,13.6,B,33.1,,19.6,,8.09,,3.79,,10.7,,11.1,,7.05,,11.2,,11.7,B
01AN002,1,1,1982,12,15.6,B,16.4,B,12.9,B,34.6,,18.6,,7.57,,3.64,,8.65,,9.7,,6.77,,10.3,,10.9,B
01AN002,1,1,1982,13,15,B,15.3,B,15.4,B,35.7,,17.7,,7.24,,3.61,,7.81,,8.96,,6.36,,11.5,,10,B
01AN002,1,1,1982,14,14.4,B,14.4,B,20.5,B,57,,16.6,,7.16,,3.61,,11.5,,8.14,,6.74,,54.6,,9.3,B
01AN002,1,1,1982,15,13.7,B,13.7,B,25.4,B,75.4,,16,,8.88,,3.48,,11.3,,9.06,,14.9,,47.7,,8.7,B
01AN002,1,1,1982,16,13.1,B,12.8,B,29.9,B,80.6,,15.7,,8.71,,3.33,,9.31,,17,,16.6,,46.2,,8.15,B
01AN002,1,1,1982,17,12.6,B,12,B,25.8,B,122,,14.9,,10.2,,3.34,,7.7,,16.2,,13.9,,43.4,,17,B
01AN002,1,1,1982,18,12.1,B,11.5,B,23.5,B,205,,13.3,,8.79,,3.27,,7.45,,13.7,,11.6,,33.9,,14,B
01AN002,1,1,1982,19,11.7,B,10.9,B,21.9,B,212,,11.7,,7.33,,3.14,,6.86,,11.5,,10.1,,27.3,,12.5,B
01AN002,1,1,1982,20,11.2,B,10.3,B,20.4,B,162,,12.5,,7.01,,3.21,,6.12,,9.81,,9.11,,22.8,,11,B
01AN002,1,1,1982,21,10.8,B,9.9,B,19.3,B,132,,27.5,,8.84,,17.4,,5.68,,8.86,,8.56,,20,,9.8,B
01AN002,1,1,1982,22,10.4,B,9.41,B,18.3,B,171,,23,,7.76,,40,A,5.05,,8.79,,8.29,,21.8,,9.2,B
01AN002,1,1,1982,23,10.1,B,9.1,B,17.5,B,126,,16.8,,6.98,,42,E,4.69,,13.8,,7.83,,25.5,,8.9,B
01AN002,1,1,1982,24,9.75,B,8.76,B,17,B,99,,14.1,,11.6,,26.4,E,7.08,,16.4,,7.18,,26.8,,8.45,B
01AN002,1,1,1982,25,9.45,B,8.5,B,16.9,B,87.2,,13,,11.8,,18.2,E,19.9,,14.4,,6.94,,21.3,B,8.2,B
01AN002,1,1,1982,26,9.1,B,8.2,B,18.7,B,101,,14.7,,9.08,,14.2,E,55,,11.9,,6.77,,17.7,B,12,B
01AN002,1,1,1982,27,8.8,B,8,B,21.6,B,115,,12.6,,7.47,,11.4,E,75.2,,10.2,,6.46,,15.2,B,19.5,B
01AN002,1,1,1982,28,8.55,B,7.7,B,30,B,121,,10.7,,6.56,,9.7,E,43.3,,10.1,,6.4,,13.5,,18,B
01AN002,1,1,1982,29,8.3,B,,,28.5,B,97.1,,9.76,,6.04,,17.2,E,27.3,,10.4,,6.13,,12.2,B,19,B
01AN002,1,1,1982,30,8.05,B,,,26.8,B,72.5,,8.98,,11.9,,19.1,E,19.5,,9.38,,6.13,,11.2,B,15,B
01AN002,1,1,1982,31,7.85,B,,,29,B,,,8.46,,,,14.3,E,15.8,,,,6.05,,,,13,B
01AN002,1,1,1983,1,11.8,B,6.5,B,4.4,B,30.1,,32.3,,137,A,3.97,,2.65,,2.9,,2.27,,2.34,,42.6,
01AN002,1,1,1983,2,11,B,6.6,B,5.4,B,26.9,,31.2,,77.3,A,3.94,,2.57,,2.72,,2.05,,2.47,,35.2,
01AN002,1,1,1983,3,10,B,10.5,B,6,B,23.7,,57.9,,62,A,4.16,,3.04,,2.41,,2.03,,2.62,,29.4,
01AN002,1,1,1983,4,9,B,11.6,B,8.4,B,21.9,,67.1,,48,E,4.14,,3.32,,2.53,,2.04,,2.79,,23.2,
01AN002,1,1,1983,5,8.4,B,22.5,B,18,B,35.1,,56.9,,36.5,E,3.62,,3.19,,2.47,,3.73,,3.24,,21.4,
01AN002,1,1,1983,6,7.9,B,20,B,17.5,B,42.2,,44.2,,31.3,A,3.86,,3.32,,2.12,,13.1,,5.45,,20.3,
01AN002,1,1,1983,7,7.4,B,17.3,B,16,B,43.6,,35.2,,24.8,A,5.49,,5.7,,1.94,,12.9,,13.3,,36.7,
01AN002,1,1,1983,8,7,B,15.5,B,14.5,B,53.8,,29.4,,24.3,A,4.83,,5.81,,2.28,,9.43,,14.6,,54.8,
01AN002,1,1,1983,9,6.8,B,15,B,13,B,63.6,,25,,20.2,A,4.13,,4.67,,2.14,,7.33,,11.5,,39.5,
01AN002,1,1,1983,10,6.5,B,12.5,B,14,B,55.9,,22.2,,16.9,A,3.68,,4.24,,2.03,,6.45,,8.71,,32.5,
01AN002,1,1,1983,11,11.7,B,11.5,B,17.3,B,53.3,,19.9,,14.3,E,3.4,,4.07,,1.97,,5.51,,11.6,,21,B
01AN002,1,1,1983,12,17.4,B,10.5,B,22,B,78.5,,18,,12.8,A,3.15,,3.75,,1.95,,4.79,,28.1,,19,B
01AN002,1,1,1983,13,16,B,9.8,B,28,B,63.2,,18.1,,11.7,A,2.97,,3.52,,1.98,,4.46,,22.8,,28.4,
01AN002,1,1,1983,14,14.5,B,9,B,32,B,47.9,,19.9,,11,A,2.75,,3.12,,1.88,,4.68,,16.8,,80.1,
01AN002,1,1,1983,15,12.5,B,8.6,B,36,B,38,,18.9,,9.71,A,2.79,,2.74,,1.76,,4.83,,12.2,B,143,
01AN002,1,1,1983,16,12.3,B,8.2,B,34,B,33.8,,17.4,,9.38,A,3.24,,2.67,,1.7,,4.32,,10.2,B,134,
01AN002,1,1,1983,17,13,B,7.6,B,29,B,36.7,,16.3,,8.72,A,3.47,,2.47,,1.61,,3.9,,29.7,,92.2,
01AN002,1,1,1983,18,13.3,B,7.3,B,26,B,53,,15.8,,8.13,A,3.22,,2.6,,1.79,,3.76,,43.7,,50,B
01AN002,1,1,1983,19,12,B,7,B,25.5,B,50.9,,14.9,,7.55,A,3.14,,2.71,,2,,3.65,,34.8,,36,B
01AN002,1,1,1983,20,10.5,B,6.5,B,42.5,B,48.4,,13.6,,8.72,A,2.91,,2.78,,1.91,,3.39,,26,,28,B
01AN002,1,1,1983,21,10,B,6.1,B,80,B,45,,17,,7.83,E,2.79,,2.47,,1.74,,3.15,,20.6,,24,B
01AN002,1,1,1983,22,8.6,B,5.9,B,160,B,38.6,,16.9,,6.99,A,2.72,,2.21,,2.22,,2.83,,33.2,,21,B
01AN002,1,1,1983,23,8.5,B,5.5,B,177,,33.8,,14.1,,6.45,E,3.31,,2.11,,6.27,,2.79,,41.4,,18,B
01AN002,1,1,1983,24,9.6,B,5.4,B,101,,30.3,,12.5,,5.69,A,3.8,,2.08,,4.76,,2.76,,36.6,,16,B
01AN002,1,1,1983,25,10.7,B,5.2,B,56.2,,41.5,,15.6,,5.44,E,3.52,,1.99,,3.75,,2.77,,62.7,,15,B
01AN002,1,1,1983,26,12,B,5,B,39.8,,109,,23.8,,4.97,E,3.22,,1.76,,3.37,,2.81,,136,,13.5,B
01AN002,1,1,1983,27,10.6,B,4.9,B,30.9,,76.3,,22,,4.5,A,2.82,,2.02,,2.99,,2.87,,80.8,,12.5,B
01AN002,1,1,1983,28,9.6,B,4.7,B,27,,52,,26.3,,4.68,,2.62,,2.54,,2.74,,2.78,,51.8,,11,B
01AN002,1,1,1983,29,8.4,B,,,37.2,,41,,35.7,,4.5,,2.7,,2.31,,2.53,,2.64,,39.3,,12,B
01AN002,1,1,1983,30,7.4,B,,,51.5,,35.3,,29.2,,4.31,,2.72,,2.21,,2.36,,2.5,,43.1,,12.5,B
01AN002,1,1,1983,31,7,B,,,37.3,,,,151,A,,,3.07,,2.21,,,,2.33,,,,11.5,B
01AN002,1,1,1984,1,11,B,4.8,B,30.5,B,25,B,142,,108,,23.5,,7.95,,9.78,,4.53,,4.2,,7.56,
01AN002,1,1,1984,2,10.5,B,4.7,B,29,B,30,B,142,,203,,19.3,,7.23,,14.9,,4.55,,4.2,,7.42,
01AN002,1,1,1984,3,10,B,4.6,B,27,B,40,B,105,,200,,15.9,,6.59,,13.1,,9.05,,4.51,,7.29,
01AN002,1,1,1984,4,9.4,B,6,B,26,B,48,B,86.8,,121,,13.5,,6.17,,10.6,,11.6,,4.46,,7.47,
01AN002,1,1,1984,5,8.8,B,8.3,B,24.5,B,56,B,159,,74.1,,18.4,,5.68,,9.28,,10.1,,4.34,,7,B
01AN002,1,1,1984,6,9,B,22.5,B,24,B,72,B,159,,52.5,,49,,5.9,,8.23,,9.3,,5.35,,6.2,B
01AN002,1,1,1984,7,8.3,B,21.5,B,23,B,100,B,113,,41.8,,46.2,,7.72,,7.19,,8.19,,5.72,,8,B
01AN002,1,1,1984,8,8,B,20.5,B,22,B,90,B,83.1,,34.9,,53.4,,29.5,,6.36,,7.39,,5.42,,8,B
01AN002,1,1,1984,9,7.4,B,19,B,21,B,80,B,70.8,,30.2,,122,,17.8,,5.93,,7.42,,4.38,,8,B
01AN002,1,1,1984,10,7,B,18,B,20,B,73,B,65.3,,24.8,,104,,12,,5.5,,7.67,,4.95,,8.2,B
01AN002,1,1,1984,11,6.6,B,16,B,20,B,66.3,,54.9,,22.1,,58.1,,10.2,,5.11,,7.08,,4.82,,9,B
01AN002,1,1,1984,12,6.4,B,15,B,19.3,B,54.5,,48,,19.5,,47.4,,25.2,,5.88,,6.42,,5.85,,10,B
01AN002,1,1,1984,13,6.2,B,14.5,B,18.5,B,45.7,,80.9,,17.5,,57.4,,16.9,,6.07,,6,,7.59,,12,B
01AN002,1,1,1984,14,5.9,B,14,B,18,B,40.4,,87.1,,17.7,,39.9,,35.1,,5.68,,5.6,,10.1,,12.5,B
01AN002,1,1,1984,15,5.7,B,17,B,18,B,44.4,,96.9,,28.6,,29.7,,44.9,,5.22,,5.35,,14.9,,11,B
01AN002,1,1,1984,16,5.48,B,27,B,24,B,58.2,,89.4,,29.5,,24.7,,32.9,,6.78,,5.07,,13,,10,B
01AN002,1,1,1984,17,5.4,B,40,B,32.5,B,131,,69.5,,22.1,,21,,26.3,,8.35,,4.86,,13.6,,10.7,B
01AN002,1,1,1984,18,5.3,B,36,B,36,B,165,,53.4,,17.6,,17.6,,19.4,,7.21,,4.67,,13.5,,11.2,B
01AN002,1,1,1984,19,5.15,B,31,B,38,B,148,,45.6,,29.9,,38,,15.5,,6.18,,4.52,,10.8,,10.7,B
01AN002,1,1,1984,20,5,B,28.5,B,35,B,127,,40.3,,59.5,,44.3,,13,,5.51,,4.49,,7.85,,10.5,B
01AN002,1,1,1984,21,4.9,B,25.2,B,33,B,142,,34.8,,41,,30.3,,12.1,,6.69,,4.4,,7.6,B,10,B
01AN002,1,1,1984,22,4.85,B,23,B,32,B,119,,32.9,,28.5,,22.5,,10.2,,7.03,,4.48,,7.2,B,9.5,B
01AN002,1,1,1984,23,4.8,B,27,B,35,B,115,,29.8,,26.5,,17.6,,9.22,,6.19,,4.74,,6.8,B,10,B
01AN002,1,1,1984,24,4.7,B,34.5,B,38,B,152,,26.8,,28.3,,16.9,,8.88,,5.45,,4.78,,6.5,B,10.5,B
01AN002,1,1,1984,25,4.65,B,39,B,37.5,B,205,,23.3,,21.7,,14.5,,11.2,,4.91,,4.66,,6.21,,11.2,B
01AN002,1,1,1984,26,5.3,B,43.5,B,35,B,209,,21.2,,20,,12.4,,10.3,,5.11,,4.44,,6,B,11.5,B
01AN002,1,1,1984,27,5.8,B,38,B,31,B,167,,20,,36.5,,11.1,,8.41,,6.69,,4.49,,5.9,B,10.5,B
01AN002,1,1,1984,28,5.6,B,35,B,30,B,167,,17.5,,35.6,,10.8,,7.46,,6.17,,4.41,,5.7,B,9.5,B
01AN002,1,1,1984,29,5.2,B,32,B,28,B,147,,16.9,,28.1,,11.3,,6.54,,5.48,,4.4,,6.02,,8.6,B
01AN002,1,1,1984,30,5,B,,,27,B,135,,65.3,,28.3,,10.1,,6.26,,5.02,,4.58,,6.72,,8,B
01AN002,1,1,1984,31,4.8,B,,,26,B,,,68,,,,8.78,,6.38,,,,4.43,,,,7.6,B
01AN002,1,1,1985,1,6.7,B,2.7,B,5.4,B,22,B,14.6,,64,,15.9,,3.98,,1.99,,1.63,,1.64,,6,B
01AN002,1,1,1985,2,6.3,B,2.8,B,6.4,B,18,B,14.1,,94.8,,13.1,,6.84,,1.96,,1.64,,1.65,,6.2,B
01AN002,1,1,1985,3,6,B,2.9,B,7,B,17,B,13.1,,55.3,,11,,5.17,,1.96,,1.66,,1.66,,12.5,B
01AN002,1,1,1985,4,5.6,B,2.97,B,7.38,B,16.5,B,16.6,,37.7,,9.85,,4,,1.91,,1.71,,1.67,,10.5,B
01AN002,1,1,1985,5,5.2,B,2.95,B,7.4,B,18,B,20.7,,28.9,,9.17,,3.38,,1.88,,1.61,,1.69,,9.3,B
01AN002,1,1,1985,6,5,B,2.9,B,7.2,B,25,B,18.7,,29.6,,7.95,,2.91,,1.97,,1.58,,4.04,,8.2,B
01AN002,1,1,1985,7,4.69,B,2.8,B,6,B,92.2,B,18.1,,110,,7.4,,2.63,,1.95,,1.56,,14.9,,7.35,B
01AN002,1,1,1985,8,4.5,B,2.7,B,5.4,B,94.5,,30.3,,156,,7.08,,2.56,,1.95,,1.6,,14.5,,6.6,B
01AN002,1,1,1985,9,4.4,B,2.65,B,5,B,65.1,,44.8,,88.1,,6.79,,3.31,,1.88,,1.58,,10.4,,6.3,B
01AN002,1,1,1985,10,4.2,B,2.65,B,4.6,B,45.5,,46.4,,53.6,,6.42,,2.97,,1.74,,1.6,,8.34,,5.9,B
01AN002,1,1,1985,11,4.1,B,2.65,B,4.3,B,37,,47,,42.7,,7.21,,2.74,,1.73,,2.03,,8.05,,5.5,B
01AN002,1,1,1985,12,4,B,2.66,B,4.24,B,33.6,,38.5,,33.3,,8.52,,2.48,,1.74,,2.1,,7.72,,5.2,B
01AN002,1,1,1985,13,4,B,2.67,B,5.5,B,28.4,,32.3,,27.9,,7.22,,2.37,,1.76,,2.09,,7.65,,4.9,B
01AN002,1,1,1985,14,3.9,B,3.1,B,23,B,24.1,,39.1,,25.4,,6.3,,2.34,,1.69,,2.02,,11.5,,4.7,B
01AN002,1,1,1985,15,3.8,B,4.2,B,29.5,B,23.7,,41.9,,22.3,,5.87,,2.17,,1.7,,2.05,,11.6,,4.55,B
01AN002,1,1,1985,16,3.75,B,4.6,B,25,B,33.6,,33.2,,19.3,,5.56,,2.42,,1.69,,3.61,,8.48,,4.4,B
01AN002,1,1,1985,17,3.71,B,4.2,B,22,B,57.6,,27.6,,19.9,,5.72,,2.78,,1.64,,3.39,,9.04,,4.2,B
01AN002,1,1,1985,18,3.6,B,4,B,20,B,42.7,,50.2,,22,,6.71,,2.43,,1.58,,2.74,,13.9,,4.05,B
01AN002,1,1,1985,19,3.55,B,3.7,B,18.5,B,34.3,,64.2,,22,,5.39,,2.16,,1.6,,2.45,,15.2,,3.95,B
01AN002,1,1,1985,20,3.5,B,3.6,B,15.4,B,29.1,,45.2,,22.6,,4.99,,2.06,,1.6,,2.42,,13.3,,3.85,B
01AN002,1,1,1985,21,3.5,B,3.47,B,15,B,26.4,,34.4,,19.2,,4.81,,2.24,,1.54,,2.28,,16.3,,3.75,B
01AN002,1,1,1985,22,3.46,B,3.4,B,14.5,B,23.5,,42.4,,16.3,,4.27,,2.22,,1.53,,2.15,,15.1,,3.6,B
01AN002,1,1,1985,23,3.7,B,3.3,B,13,B,21.1,,48.3,,13.9,,4,,2.2,,1.47,,2.11,,12.6,,3.5,B
01AN002,1,1,1985,24,4.12,B,3.7,B,12,B,19.5,,36.7,,12.1,,3.52,,2.12,,1.52,,1.94,,10.5,,3.42,B
01AN002,1,1,1985,25,3.8,B,3.8,B,11.4,B,18.4,,29.1,,16.2,,3.34,,2.11,,1.56,,1.86,,7.55,,3.35,B
01AN002,1,1,1985,26,3.4,B,3.83,B,10.8,B,17.4,,40.4,,19.2,,3.1,,2.11,,1.86,,1.86,,8.35,,5.4,B
01AN002,1,1,1985,27,3.1,B,4.1,B,10.5,B,16.9,,36.7,,16.8,,2.97,,2.14,,1.85,,1.84,,7.8,B,6.2,B
